Fan_hours,Refrigerator_hours,AirConditioner_hours,Television_hours,Monitor_hours,MotorPump_hours,Months,City,Company,MonthlyHours,TariffRate,ElectricityBill
13,22.0,0.0,16.0,1.0,0,8,Nagpur,Reliance Power,426,8.9,3791.4
5,23.0,2.0,5.0,1.0,0,8,Nagpur,Unitech Power Transmission Ltd.,426,8.9,3791.4
8,17.0,2.0,4.0,1.0,0,8,Nagpur,Sterlite Power Transmission Ltd,416,8.9,3702.4
11,23.0,1.0,5.0,1.0,0,8,Nagpur,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",473,8.9,4209.7
17,23.0,3.0,8.0,1.0,0,8,Nagpur,L&T Transmission & Distribution,646,8.9,5749.400000000000
7,23.0,1.0,7.0,1.0,0,8,Nagpur,Optibelt Power Transmission India Private Limited,521,8.9,4636.900000000000
11,22.0,1.0,11.0,1.0,0,8,Nagpur,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,501,8.9,4458.900000000000
11,23.0,0.0,21.0,12.0,0,8,Nagpur,KEC International,660,8.9,5874.0
22,22.0,1.0,7.0,1.0,0,8,Nagpur,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,407,8.9,3622.3
7,17.0,2.0,16.0,7.0,0,8,Nagpur,Neueon Towers / Sujana Towers Ltd.,570,8.9,5073.0
21,23.0,0.0,20.0,12.0,0,8,Nagpur,Torrent Power Ltd.,570,8.9,5073.0
20,23.0,3.0,14.0,1.0,0,8,Nagpur,Ringfeder Power Transmission India Pvt. Ltd.,582,8.9,5179.8
20,22.0,0.0,18.0,1.0,0,8,Nagpur,KEC International,582,8.9,5179.8
22,23.0,3.0,10.0,1.0,0,8,Nagpur,Unitech Power Transmission Ltd.,514,8.9,4574.6
11,22.0,3.0,5.0,1.0,0,8,Nagpur,NLC India,514,8.9,4574.6
8,17.0,1.0,8.0,1.0,0,8,Nagpur,Sterlite Power Transmission Ltd,415,8.9,3693.5
7,18.0,2.0,7.0,1.0,0,8,Nagpur,GE T&D India Limited,368,8.9,3275.2000000000000
22,22.0,0.0,17.0,1.0,0,8,Nagpur,NTPC Pvt. Ltd.,576,8.9,5126.400000000000
8,21.0,2.0,14.0,1.0,0,8,Nagpur,TransRail Lighting,564,8.9,5019.6
11,23.0,1.0,14.0,12.0,0,8,Nagpur,Torrent Power Ltd.,653,8.9,5811.7
12,22.0,2.0,21.0,1.0,0,8,Nagpur,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,653,8.9,5811.7
23,22.0,1.0,13.0,1.0,0,8,Nagpur,GE T&D India Limited,584,8.9,5197.6
23,23.0,0.0,13.0,1.0,0,8,Nagpur,Jyoti Structure,584,8.9,5197.6
19,23.0,0.0,15.0,1.0,0,8,Nagpur,CESC,584,8.9,5197.6
16,23.0,1.0,6.0,1.0,0,8,Nagpur,Guj Ind Power,392,8.9,3488.8
11,22.0,0.0,15.0,12.0,0,8,Nagpur,Kalpataru Power,624,8.9,5553.6
17,22.0,0.0,13.0,1.0,0,8,Nagpur,NHPC,357,8.9,3177.3
16,22.0,1.0,7.0,1.0,0,8,Nagpur,NHPC,357,8.9,3177.3
7,19.0,0.0,13.0,1.0,0,8,Nagpur,Sunil Hitech Eng,331,8.9,2945.9
7,19.0,1.0,19.0,1.0,0,8,Nagpur,CESC,474,8.9,4218.6
7,17.0,2.0,21.0,1.0,0,8,Nagpur,Ringfeder Power Transmission India Pvt. Ltd.,474,8.9,4218.6
21,22.0,3.0,9.0,1.0,0,8,Nagpur,Orient Green,491,8.9,4369.900000000000
21,22.0,1.0,13.0,12.0,0,8,Nagpur,Tata Power Company Ltd.,511,8.9,4547.900000000000
20,22.0,3.0,13.0,1.0,0,8,Nagpur,Adani Power Ltd.,559,8.9,4975.1
14,23.0,3.0,3.0,1.0,0,8,Nagpur,Unitech Power Transmission Ltd.,432,8.9,3844.8
13,22.0,2.0,8.0,1.0,0,8,Nagpur,L&T Transmission & Distribution,432,8.9,3844.8
12,23.0,1.0,14.0,1.0,0,8,Nagpur,Unitech Power Transmission Ltd.,450,8.9,4005.0
8,17.0,3.0,16.0,1.0,0,8,Nagpur,Tata Power Company Ltd.,519,8.9,4619.1
20,22.0,3.0,18.0,1.0,0,8,Nagpur,Reliance Energy,673,8.9,5989.7
9,22.0,0.0,10.0,1.0,0,8,Nagpur,Reliance Energy,472,8.9,4200.8
20,22.0,2.0,22.0,1.0,0,8,Nagpur,Tata Power Company Ltd.,567,8.9,5046.3
13,23.0,1.0,3.0,12.0,0,8,Nagpur,Guj Ind Power,567,8.9,5046.3
8,22.0,3.0,15.0,1.0,0,8,Nagpur,NTPC Pvt. Ltd.,567,8.9,5046.3
8,17.0,0.0,15.0,1.0,0,8,Nagpur,CESC,361,8.9,3212.9
13,22.0,3.0,5.0,1.0,0,8,Nagpur,L&T Transmission & Distribution,361,8.9,3212.9
10,23.0,1.0,13.0,1.0,0,8,Nagpur,NTPC Pvt. Ltd.,606,8.9,5393.400000000000
19,22.0,0.0,20.0,1.0,0,8,Nagpur,Sterlite Power Transmission Ltd,698,8.9,6212.2
5,20.0,0.0,19.0,1.0,0,8,Nagpur,NHPC,436,8.9,3880.4
15,22.0,0.0,4.0,12.0,0,8,Nagpur,KEC International,585,8.9,5206.5
8,23.0,1.0,8.0,7.0,0,8,Nagpur,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),496,8.9,4414.400000000000
14,23.0,0.0,4.0,1.0,0,8,Nagpur,Unitech Power Transmission Ltd.,289,8.9,2572.1
17,23.0,1.0,13.0,1.0,0,8,Nagpur,Bonfiglioli Transmission Pvt. Ltd.,613,8.9,5455.7
22,23.0,2.0,4.0,1.0,0,8,Nagpur,Optibelt Power Transmission India Private Limited,613,8.9,5455.7
8,21.0,3.0,15.0,1.0,0,8,Nagpur,NTPC Pvt. Ltd.,613,8.9,5455.7
23,22.0,1.0,16.0,1.0,0,8,Nagpur,Indowind Energy,483,8.9,4298.7
13,23.0,2.0,3.0,12.0,0,8,Nagpur,KEC International,483,8.9,4298.7
10,20.0,1.0,16.0,1.0,0,8,Nagpur,Kalpataru Power,572,8.9,5090.8
9,21.0,2.0,8.0,1.0,0,8,Nagpur,NTPC Pvt. Ltd.,572,8.9,5090.8
15,22.0,2.0,16.0,1.0,0,8,Nagpur,Torrent Power Ltd.,671,8.9,5971.900000000000
14,23.0,3.0,6.0,1.0,0,8,Nagpur,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),510,8.9,4539.0
17,23.0,2.0,17.0,1.0,0,8,Nagpur,Ringfeder Power Transmission India Pvt. Ltd.,510,8.9,4539.0
5,19.0,3.0,4.0,7.0,0,8,Nagpur,Reliance Energy,328,8.9,2919.2000000000000
8,21.0,0.0,4.0,1.0,0,8,Nagpur,Reliance Energy,273,8.9,2429.7000000000000
17,23.0,1.0,20.0,1.0,0,8,Nagpur,Optibelt Power Transmission India Private Limited,597,8.9,5313.3
21,22.0,0.0,18.0,12.0,0,8,Nagpur,Optibelt Power Transmission India Private Limited,742,8.9,6603.8
17,23.0,3.0,4.0,1.0,0,8,Nagpur,Reliance Energy,647,8.9,5758.3
22,22.0,2.0,4.0,1.0,0,8,Nagpur,Torrent Power Ltd.,362,8.9,3221.8
20,23.0,3.0,13.0,1.0,0,8,Nagpur,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),639,8.9,5687.1
19,22.0,3.0,17.0,1.0,0,8,Nagpur,Orient Green,573,8.9,5099.7
23,23.0,2.0,19.0,1.0,0,8,Nagpur,Unitech Power Transmission Ltd.,678,8.9,6034.2
19,23.0,2.0,7.0,1.0,0,8,Nagpur,Bonfiglioli Transmission Pvt. Ltd.,466,8.9,4147.400000000000
6,22.0,2.0,16.0,1.0,0,8,Nagpur,Adani Power Ltd.,466,8.9,4147.400000000000
21,22.0,1.0,22.0,1.0,0,8,Nagpur,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",634,8.9,5642.6
22,23.0,1.0,5.0,12.0,0,8,Nagpur,SJVN Ltd.,586,8.9,5215.400000000000
21,22.0,3.0,12.0,1.0,0,8,Nagpur,Jaiprakash Power,713,8.9,6345.7
19,23.0,2.0,13.0,1.0,0,8,Nagpur,Sunil Hitech Eng,684,8.9,6087.6
13,22.0,1.0,10.0,12.0,0,8,Nagpur,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),437,8.9,3889.3
13,22.0,3.0,21.0,12.0,0,8,Nagpur,Ringfeder Power Transmission India Pvt. Ltd.,739,8.9,6577.1
13,23.0,2.0,7.0,1.0,0,8,Nagpur,Kalpataru Power,603,8.9,5366.7
17,23.0,3.0,3.0,1.0,0,8,Nagpur,Sterlite Power Transmission Ltd,603,8.9,5366.7
12,22.0,1.0,16.0,1.0,0,8,Nagpur,KEC International,627,8.9,5580.3
19,23.0,3.0,10.0,1.0,0,8,Nagpur,Reliance Energy,716,8.9,6372.400000000000
13,23.0,3.0,10.0,12.0,0,8,Nagpur,Neueon Towers / Sujana Towers Ltd.,716,8.9,6372.400000000000
21,22.0,2.0,13.0,1.0,0,8,Nagpur,Power Grid Corp,599,8.9,5331.1
12,22.0,2.0,15.0,1.0,0,8,Nagpur,TransRail Lighting,555,8.9,4939.5
20,22.0,1.0,21.0,1.0,0,8,Nagpur,Sterlite Power Transmission Ltd,555,8.9,4939.5
6,21.0,3.0,7.0,1.0,0,8,Nagpur,SJVN Ltd.,555,8.9,4939.5
17,22.0,3.0,18.0,12.0,0,8,Nagpur,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",738,8.9,6568.2
18,23.0,1.0,7.0,1.0,0,8,Nagpur,TransRail Lighting,533,8.9,4743.7
15,22.0,2.0,6.0,1.0,0,8,Nagpur,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),589,8.9,5242.1
7,23.0,3.0,19.0,1.0,0,8,Nagpur,Guj Ind Power,589,8.9,5242.1
15,22.0,2.0,18.0,12.0,0,8,Nagpur,Kalpataru Power,750,8.9,6675.0
5,23.0,1.0,21.0,1.0,0,8,Nagpur,Indowind Energy,669,8.9,5954.1
10,17.0,0.0,6.0,1.0,0,8,Nagpur,Neueon Towers / Sujana Towers Ltd.,297,8.9,2643.3
21,23.0,3.0,12.0,1.0,0,8,Nagpur,TransRail Lighting,490,8.9,4361.0
23,22.0,2.0,10.0,1.0,0,8,Nagpur,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),690,8.9,6141.0
21,23.0,0.0,17.0,1.0,0,8,Nagpur,NHPC,690,8.9,6141.0
13,22.0,1.0,16.0,1.0,0,8,Nagpur,Ringfeder Power Transmission India Pvt. Ltd.,619,8.9,5509.1
20,23.0,1.0,20.0,12.0,0,8,Nagpur,Sunil Hitech Eng,682,8.9,6069.8
6,18.0,2.0,9.0,7.0,0,8,Nagpur,Orient Green,412,8.9,3666.8
18,23.0,1.0,4.0,1.0,0,8,Nagpur,GE T&D India Limited,403,8.9,3586.7000000000000
6,22.0,2.0,19.0,1.0,0,8,Nagpur,Neueon Towers / Sujana Towers Ltd.,675,8.9,6007.5
23,22.0,3.0,9.0,1.0,0,8,Nagpur,NLC India,626,8.9,5571.400000000000
10,22.0,3.0,21.0,1.0,0,8,Nagpur,Neueon Towers / Sujana Towers Ltd.,674,8.9,5998.6
20,22.0,0.0,22.0,1.0,0,8,Nagpur,Jyoti Structure,674,8.9,5998.6
23,23.0,3.0,5.0,1.0,0,8,Nagpur,Torrent Power Ltd.,663,8.9,5900.7
8,21.0,0.0,18.0,1.0,0,8,Nagpur,Orient Green,351,8.9,3123.9
13,22.0,2.0,20.0,1.0,0,8,Nagpur,Jaiprakash Power,712,8.9,6336.8
9,19.0,2.0,22.0,7.0,0,8,Nagpur,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",712,8.9,6336.8
13,23.0,3.0,19.0,1.0,0,8,Nagpur,Neueon Towers / Sujana Towers Ltd.,706,8.9,6283.400000000000
19,23.0,2.0,17.0,1.0,0,8,Nagpur,Sunil Hitech Eng,706,8.9,6283.400000000000
12,22.0,1.0,10.0,1.0,0,8,Nagpur,CESC,364,8.9,3239.6
21,23.0,2.0,19.0,12.0,0,8,Nagpur,SJVN Ltd.,704,8.9,6265.6
6,21.0,2.0,22.0,1.0,0,8,Nagpur,SJVN Ltd.,487,8.9,4334.3
13,22.0,0.0,11.0,1.0,0,8,Nagpur,Jaiprakash Power,487,8.9,4334.3
13,23.0,3.0,12.0,12.0,0,8,Nagpur,Tata Power Company Ltd.,615,8.9,5473.5
6,18.0,3.0,13.0,1.0,0,8,Nagpur,Jyoti Structure,524,8.9,4663.6
10,17.0,1.0,9.0,7.0,0,8,Nagpur,Jaiprakash Power,337,8.9,2999.3
8,23.0,3.0,12.0,7.0,0,8,Nagpur,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",715,8.9,6363.5
19,23.0,2.0,20.0,12.0,0,8,Nagpur,Unitech Power Transmission Ltd.,828,8.9,7369.200000000000
18,23.0,3.0,12.0,1.0,0,8,Nagpur,Torrent Power Ltd.,726,8.9,6461.400000000000
6,23.0,1.0,6.0,1.0,0,8,Nagpur,Kalpataru Power,388,8.9,3453.2000000000000
23,23.0,2.0,21.0,1.0,0,8,Nagpur,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,811,8.9,7217.900000000000
22,23.0,3.0,5.0,12.0,0,8,Nagpur,NTPC Pvt. Ltd.,780,8.9,6942.0
5,20.0,0.0,5.0,1.0,0,8,Nagpur,Orient Green,259,8.9,2305.1
6,21.0,0.0,6.0,1.0,0,8,Nagpur,SJVN Ltd.,259,8.9,2305.1
9,23.0,0.0,8.0,1.0,0,8,Nagpur,NHPC,325,8.9,2892.5
16,22.0,0.0,4.0,1.0,0,8,Nagpur,Jaiprakash Power,281,8.9,2500.9
22,23.0,0.0,4.0,12.0,0,8,Nagpur,Kalpataru Power,686,8.9,6105.400000000000
11,22.0,3.0,16.0,1.0,0,8,Nagpur,Jaiprakash Power,711,8.9,6327.900000000000
12,22.0,3.0,14.0,12.0,0,8,Nagpur,Indowind Energy,800,8.9,7120.0
19,22.0,2.0,10.0,1.0,0,8,Nagpur,Guj Ind Power,661,8.9,5882.900000000000
17,23.0,3.0,8.0,12.0,0,8,Nagpur,Sterlite Power Transmission Ltd,719,8.9,6399.1
18,22.0,1.0,22.0,12.0,0,8,Nagpur,NHPC,803,8.9,7146.700000000000
17,23.0,1.0,11.0,1.0,0,8,Nagpur,Ringfeder Power Transmission India Pvt. Ltd.,517,8.9,4601.3
15,22.0,0.0,18.0,1.0,0,8,Mumbai,Kalpataru Power,528,9.2,4857.600000000000
7,18.0,3.0,6.0,1.0,0,8,Mumbai,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",418,9.2,3845.6
21,23.0,0.0,6.0,1.0,0,8,Mumbai,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,484,9.2,4452.800000000000
19,22.0,0.0,20.0,12.0,0,8,Mumbai,Ringfeder Power Transmission India Pvt. Ltd.,594,9.2,5464.800000000000
17,23.0,3.0,5.0,1.0,0,8,Mumbai,JSW Energy Ltd.,660,9.2,6072.000000000000
17,23.0,3.0,6.0,1.0,0,8,Mumbai,Bonfiglioli Transmission Pvt. Ltd.,660,9.2,6072.000000000000
9,18.0,1.0,10.0,1.0,0,8,Mumbai,JSW Energy Ltd.,361,9.2,3321.2
8,20.0,1.0,15.0,1.0,0,8,Mumbai,Optibelt Power Transmission India Private Limited,532,9.2,4894.4
14,23.0,2.0,18.0,1.0,0,8,Mumbai,Sunil Hitech Eng,567,9.2,5216.4
15,23.0,0.0,22.0,1.0,0,8,Mumbai,Bonfiglioli Transmission Pvt. Ltd.,567,9.2,5216.4
20,22.0,0.0,4.0,1.0,0,8,Mumbai,Orient Green,435,9.2,4002.0000000000000
6,19.0,3.0,3.0,7.0,0,8,Mumbai,Indowind Energy,488,9.2,4489.600000000000
23,22.0,0.0,6.0,1.0,0,8,Mumbai,GE T&D India Limited,488,9.2,4489.600000000000
23,22.0,2.0,13.0,1.0,0,8,Mumbai,NTPC Pvt. Ltd.,621,9.2,5713.2
6,22.0,2.0,22.0,1.0,0,8,Mumbai,NHPC,442,9.2,4066.4000000000000
9,23.0,1.0,15.0,1.0,0,8,Mumbai,Jaiprakash Power,415,9.2,3818.0000000000000
11,23.0,3.0,15.0,12.0,0,8,Mumbai,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,631,9.2,5805.2
14,23.0,3.0,5.0,12.0,0,8,Mumbai,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",583,9.2,5363.600000000000
15,22.0,0.0,22.0,1.0,0,8,Mumbai,NLC India,432,9.2,3974.4000000000000
8,18.0,3.0,17.0,1.0,0,8,Mumbai,JSW Energy Ltd.,527,9.2,4848.4
14,23.0,2.0,4.0,1.0,0,8,Mumbai,Adani Power Ltd.,381,9.2,3505.2
8,22.0,3.0,6.0,1.0,0,8,Mumbai,Reliance Energy,444,9.2,4084.8000000000000
14,23.0,0.0,16.0,1.0,0,8,Mumbai,Kalpataru Power,444,9.2,4084.8000000000000
21,22.0,2.0,3.0,1.0,0,8,Mumbai,Jaiprakash Power,601,9.2,5529.2
15,22.0,0.0,16.0,1.0,0,8,Mumbai,Power Grid Corp,490,9.2,4508.0
22,23.0,0.0,7.0,12.0,0,8,Mumbai,NTPC Pvt. Ltd.,495,9.2,4554.0
16,23.0,2.0,17.0,1.0,0,8,Mumbai,Optibelt Power Transmission India Private Limited,495,9.2,4554.0
22,22.0,0.0,3.0,1.0,0,8,Mumbai,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,394,9.2,3624.8000000000000
16,22.0,2.0,5.0,1.0,0,8,Mumbai,Guj Ind Power,338,9.2,3109.6
12,23.0,1.0,5.0,1.0,0,8,Mumbai,Sterlite Power Transmission Ltd,338,9.2,3109.6
7,20.0,2.0,7.0,1.0,0,8,Mumbai,Jyoti Structure,507,9.2,4664.4
8,17.0,1.0,12.0,1.0,0,8,Mumbai,NLC India,471,9.2,4333.2
17,22.0,3.0,9.0,1.0,0,8,Mumbai,JSW Energy Ltd.,428,9.2,3937.6
16,23.0,0.0,16.0,1.0,0,8,Mumbai,KEC International,443,9.2,4075.6
12,23.0,3.0,4.0,1.0,0,8,Mumbai,CESC,443,9.2,4075.6
13,23.0,3.0,5.0,1.0,0,8,Mumbai,JSW Energy Ltd.,443,9.2,4075.6
18,22.0,2.0,14.0,12.0,0,8,Mumbai,L&T Transmission & Distribution,577,9.2,5308.4
22,22.0,2.0,8.0,1.0,0,8,Mumbai,Unitech Power Transmission Ltd.,456,9.2,4195.2
19,23.0,0.0,10.0,1.0,0,8,Mumbai,SJVN Ltd.,609,9.2,5602.800000000000
21,22.0,1.0,3.0,12.0,0,8,Mumbai,Reliance Energy,654,9.2,6016.800000000000
9,23.0,2.0,19.0,1.0,0,8,Mumbai,Jyoti Structure,509,9.2,4682.800000000000
12,23.0,1.0,19.0,1.0,0,8,Mumbai,JSW Energy Ltd.,509,9.2,4682.800000000000
8,20.0,0.0,12.0,7.0,0,8,Mumbai,Torrent Power Ltd.,509,9.2,4682.800000000000
18,22.0,1.0,19.0,1.0,0,8,Mumbai,Indowind Energy,546,9.2,5023.2
23,23.0,0.0,3.0,1.0,0,8,Mumbai,Sunil Hitech Eng,530,9.2,4876.0
11,22.0,1.0,9.0,1.0,0,8,Mumbai,Ringfeder Power Transmission India Pvt. Ltd.,451,9.2,4149.2
5,23.0,1.0,21.0,1.0,0,8,Mumbai,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,458,9.2,4213.600000000000
20,23.0,2.0,21.0,1.0,0,8,Mumbai,NLC India,600,9.2,5520.0
12,22.0,3.0,13.0,12.0,0,8,Mumbai,SJVN Ltd.,598,9.2,5501.600000000000
16,23.0,3.0,12.0,1.0,0,8,Mumbai,Kalpataru Power,544,9.2,5004.800000000000
17,22.0,1.0,3.0,12.0,0,8,Mumbai,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),544,9.2,5004.800000000000
21,22.0,3.0,18.0,1.0,0,8,Mumbai,Reliance Energy,544,9.2,5004.800000000000
8,22.0,0.0,15.0,1.0,0,8,Mumbai,Ringfeder Power Transmission India Pvt. Ltd.,375,9.2,3450.0000000000000
12,22.0,2.0,3.0,1.0,0,8,Mumbai,L&T Transmission & Distribution,315,9.2,2898.0
22,23.0,2.0,20.0,1.0,0,8,Mumbai,Jyoti Structure,744,9.2,6844.800000000000
11,22.0,1.0,15.0,12.0,0,8,Mumbai,Bonfiglioli Transmission Pvt. Ltd.,534,9.2,4912.800000000000
14,22.0,0.0,8.0,1.0,0,8,Mumbai,NLC India,299,9.2,2750.8000000000000
19,22.0,0.0,3.0,1.0,0,8,Mumbai,Jyoti Structure,524,9.2,4820.800000000000
22,23.0,0.0,19.0,1.0,0,8,Mumbai,Indowind Energy,501,9.2,4609.2
23,23.0,2.0,15.0,1.0,0,8,Mumbai,Torrent Power Ltd.,519,9.2,4774.800000000000
20,23.0,2.0,3.0,1.0,0,8,Mumbai,NLC India,519,9.2,4774.800000000000
15,23.0,2.0,15.0,1.0,0,8,Mumbai,KEC International,688,9.2,6329.600000000000
11,22.0,3.0,22.0,1.0,0,8,Mumbai,Optibelt Power Transmission India Private Limited,711,9.2,6541.2
22,23.0,2.0,15.0,1.0,0,8,Mumbai,NHPC,695,9.2,6394.000000000000
13,22.0,0.0,3.0,1.0,0,8,Mumbai,Unitech Power Transmission Ltd.,326,9.2,2999.2
15,23.0,1.0,16.0,1.0,0,8,Mumbai,GE T&D India Limited,584,9.2,5372.800000000000
22,22.0,1.0,10.0,1.0,0,8,Mumbai,Sunil Hitech Eng,652,9.2,5998.4
7,17.0,1.0,14.0,1.0,0,8,Mumbai,Jyoti Structure,318,9.2,2925.6
23,23.0,1.0,16.0,1.0,0,8,Mumbai,Optibelt Power Transmission India Private Limited,597,9.2,5492.4
21,22.0,2.0,4.0,1.0,0,8,Mumbai,GE T&D India Limited,589,9.2,5418.800000000000
19,23.0,2.0,18.0,1.0,0,8,Mumbai,Orient Green,589,9.2,5418.800000000000
11,22.0,3.0,10.0,1.0,0,8,Mumbai,Power Grid Corp,589,9.2,5418.800000000000
16,22.0,2.0,9.0,1.0,0,8,Mumbai,Sterlite Power Transmission Ltd,589,9.2,5418.800000000000
23,23.0,2.0,12.0,12.0,0,8,Mumbai,NTPC Pvt. Ltd.,700,9.2,6440.000000000000
14,22.0,1.0,13.0,12.0,0,8,Mumbai,GE T&D India Limited,700,9.2,6440.000000000000
5,19.0,2.0,10.0,1.0,0,8,Mumbai,GE T&D India Limited,542,9.2,4986.4
15,23.0,3.0,14.0,1.0,0,8,Mumbai,L&T Transmission & Distribution,570,9.2,5244.0
11,22.0,0.0,10.0,1.0,0,8,Mumbai,Torrent Power Ltd.,473,9.2,4351.600000000000
14,22.0,1.0,13.0,1.0,0,8,Mumbai,Optibelt Power Transmission India Private Limited,561,9.2,5161.2
13,23.0,1.0,11.0,1.0,0,8,Mumbai,Bonfiglioli Transmission Pvt. Ltd.,498,9.2,4581.600000000000
20,22.0,2.0,18.0,1.0,0,8,Mumbai,Torrent Power Ltd.,602,9.2,5538.4
12,22.0,0.0,16.0,1.0,0,8,Mumbai,NHPC,602,9.2,5538.4
8,21.0,3.0,21.0,1.0,0,8,Mumbai,Power Grid Corp,602,9.2,5538.4
23,23.0,1.0,17.0,1.0,0,8,Mumbai,Unitech Power Transmission Ltd.,482,9.2,4434.4
17,23.0,0.0,15.0,1.0,0,8,Mumbai,Ringfeder Power Transmission India Pvt. Ltd.,404,9.2,3716.8000000000000
22,23.0,1.0,16.0,1.0,0,8,Mumbai,JSW Energy Ltd.,538,9.2,4949.600000000000
22,23.0,2.0,16.0,1.0,0,8,Mumbai,Power Grid Corp,648,9.2,5961.600000000000
17,23.0,3.0,19.0,1.0,0,8,Mumbai,Orient Green,648,9.2,5961.600000000000
18,23.0,0.0,10.0,12.0,0,8,Mumbai,NHPC,464,9.2,4268.800000000000
20,22.0,2.0,7.0,1.0,0,8,Mumbai,Power Grid Corp,464,9.2,4268.800000000000
11,23.0,3.0,10.0,1.0,0,8,Mumbai,NHPC,464,9.2,4268.800000000000
12,22.0,0.0,13.0,1.0,0,8,Mumbai,Orient Green,464,9.2,4268.800000000000
17,23.0,3.0,5.0,1.0,0,8,Mumbai,TransRail Lighting,628,9.2,5777.600000000000
20,23.0,2.0,19.0,1.0,0,8,Mumbai,KEC International,628,9.2,5777.600000000000
14,22.0,1.0,14.0,1.0,0,8,Mumbai,Sterlite Power Transmission Ltd,628,9.2,5777.600000000000
16,23.0,2.0,9.0,1.0,0,8,Mumbai,Torrent Power Ltd.,628,9.2,5777.600000000000
5,19.0,3.0,15.0,7.0,0,8,Mumbai,Neueon Towers / Sujana Towers Ltd.,616,9.2,5667.2
13,22.0,3.0,9.0,1.0,0,8,Mumbai,Jaiprakash Power,511,9.2,4701.2
20,23.0,1.0,14.0,12.0,0,8,Mumbai,Jyoti Structure,564,9.2,5188.800000000000
16,23.0,1.0,9.0,1.0,0,8,Mumbai,Jaiprakash Power,493,9.2,4535.600000000000
19,23.0,1.0,10.0,1.0,0,8,Mumbai,Optibelt Power Transmission India Private Limited,573,9.2,5271.600000000000
14,22.0,3.0,12.0,12.0,0,8,Mumbai,Jyoti Structure,662,9.2,6090.4
22,22.0,0.0,20.0,1.0,0,8,Mumbai,SJVN Ltd.,717,9.2,6596.4
12,23.0,2.0,20.0,12.0,0,8,Mumbai,Orient Green,717,9.2,6596.4
7,21.0,3.0,16.0,1.0,0,8,Mumbai,Sterlite Power Transmission Ltd,539,9.2,4958.800000000000
16,23.0,0.0,10.0,1.0,0,8,Mumbai,Jyoti Structure,373,9.2,3431.6
6,17.0,3.0,17.0,1.0,0,8,Mumbai,Reliance Power,373,9.2,3431.6
16,22.0,2.0,10.0,1.0,0,8,Mumbai,NLC India,591,9.2,5437.2
6,20.0,2.0,8.0,1.0,0,8,Mumbai,Reliance Power,445,9.2,4094.0000000000000
21,23.0,2.0,14.0,1.0,0,8,Mumbai,Tata Power Company Ltd.,651,9.2,5989.2
21,23.0,1.0,18.0,1.0,0,8,Mumbai,Torrent Power Ltd.,651,9.2,5989.2
10,22.0,3.0,20.0,1.0,0,8,Mumbai,SJVN Ltd.,574,9.2,5280.800000000000
20,22.0,0.0,14.0,1.0,0,8,Mumbai,NHPC,615,9.2,5658.0
11,23.0,1.0,15.0,12.0,0,8,Mumbai,Torrent Power Ltd.,637,9.2,5860.4
15,23.0,2.0,10.0,1.0,0,8,Mumbai,Reliance Power,395,9.2,3634.0000000000000
17,22.0,2.0,4.0,1.0,0,8,Mumbai,TransRail Lighting,440,9.2,4048.0000000000000
19,22.0,0.0,6.0,1.0,0,8,Mumbai,Sterlite Power Transmission Ltd,323,9.2,2971.6
9,18.0,3.0,17.0,1.0,0,8,Mumbai,Orient Green,551,9.2,5069.2
7,19.0,2.0,13.0,7.0,0,8,Mumbai,KEC International,551,9.2,5069.2
14,22.0,2.0,5.0,1.0,0,8,Mumbai,Sterlite Power Transmission Ltd,342,9.2,3146.4000000000000
16,23.0,1.0,6.0,1.0,0,8,Mumbai,Adani Power Ltd.,486,9.2,4471.2
23,22.0,3.0,12.0,1.0,0,8,Mumbai,JSW Energy Ltd.,486,9.2,4471.2
7,19.0,2.0,4.0,1.0,0,8,Mumbai,Torrent Power Ltd.,287,9.2,2640.4000000000000
6,22.0,2.0,11.0,7.0,0,8,Mumbai,Indowind Energy,590,9.2,5428.0
6,17.0,0.0,18.0,1.0,0,8,Mumbai,L&T Transmission & Distribution,516,9.2,4747.2
17,23.0,0.0,14.0,1.0,0,8,Mumbai,NHPC,516,9.2,4747.2
